Address,member,degree,Hoghugh_Income,Azad_Income,Other_Income,Yarane_Income,total_income
20011394629,1,Secondary,72000000.0,0.0,10320000.0,21840000.0,104160000.0
20011394629,2,Elemantry,0.0,0.0,900000.0,0.0,900000.0
20011394626,1,No degree,0.0,0.0,11410000.0,21840000.0,33250000.0
20011394626,2,No degree,0.0,0.0,1090000.0,0.0,1090000.0
20011394626,3,Bachelor,0.0,128000000.0,0.0,0.0,128000000.0
20011394623,1,Elemantry,80000000.0,51550000.0,12950000.0,16380000.0,160880000.0
20011394623,2,Elemantry,0.0,0.0,650000.0,0.0,650000.0
20011394623,3,Secondary,100000000.0,0.0,650000.0,0.0,100650000.0
20009393019,1,Secondary,0.0,204000000.0,41000000.0,5460000.0,250460000.0
20012395826,1,Elemantry,0.0,84000000.0,21380000.0,21840000.0,127220000.0
20012395826,3,Secondary,90000000.0,0.0,0.0,0.0,90000000.0
20009393026,1,Elemantry,0.0,129000000.0,220000000.0,16380000.0,365380000.0
20007391817,1,Elemantry,0.0,0.0,43000000.0,10920000.0,53920000.0
20011394614,1,No degree,0.0,256000000.0,10000000.0,16380000.0,282380000.0
20012395829,1,Elemantry,0.0,0.0,166300000.0,10920000.0,177220000.0
20006389426,1,Bachelor,723840000.0,0.0,10000000.0,27300000.0,761140000.0
20006389421,1,Elemantry,438640000.0,0.0,20400000.0,21840000.0,480880000.0
20009393015,1,Secondary,0.0,0.0,327250000.0,10920000.0,338170000.0
20002385819,1,Elemantry,0.0,110000000.0,10000000.0,16380000.0,136380000.0
20013397023,1,Diploma,334880000.0,0.0,18600000.0,21840000.0,375320000.0
20013397029,1,Secondary,350320008.0,0.0,0.0,21840000.0,372160008.0
20009393017,1,Secondary,0.0,0.0,366600000.0,16380000.0,382980000.0
20002385813,1,No degree,0.0,0.0,90000000.0,5460000.0,95460000.0
20010393415,2,Elemantry,0.0,0.0,920000.0,0.0,920000.0
20010393415,3,Elemantry,0.0,0.0,920000.0,0.0,920000.0
20007391414,1,Elemantry,0.0,532000000.0,0.0,27300000.0,559300000.0
20007391414,3,College,6000000.0,0.0,0.0,0.0,6000000.0
20005389023,1,No degree,0.0,0.0,120000000.0,21840000.0,141840000.0
20005389023,3,Secondary,30000000.0,0.0,0.0,0.0,30000000.0
20007392617,1,Bachelor,201600000.0,0.0,1030000.0,10920000.0,213550000.0
20010393826,1,Secondary,0.0,0.0,262000000.0,27300000.0,289300000.0
20012396221,1,Elemantry,0.0,93000000.0,0.0,10920000.0,103920000.0
20010393414,1,No degree,0.0,0.0,90300000.0,10920000.0,101220000.0
20010393414,2,No degree,0.0,0.0,900000.0,0.0,900000.0
20010393429,1,Secondary,0.0,0.0,298300000.0,10920000.0,309220000.0
20006389413,1,Secondary,322440004.0,0.0,22250000.0,27300000.0,371990004.0
20006389413,3,Bachelor,45000000.0,0.0,0.0,0.0,45000000.0
20009393021,1,Elemantry,0.0,47500000.0,19350000.0,10920000.0,77770000.0
20006390629,1,Secondary,0.0,0.0,302350000.0,10920000.0,313270000.0
20006390617,1,Elemantry,0.0,18000000.0,14800000.0,27300000.0,60100000.0
20003387016,1,Elemantry,0.0,0.0,64030000.0,10920000.0,74950000.0
20003387029,1,Secondary,300000000.0,78200000.0,13000000.0,21840000.0,413040000.0
20003387022,1,Secondary,0.0,120000000.0,22000000.0,21840000.0,163840000.0
20003387026,1,Elemantry,0.0,0.0,10000000.0,16380000.0,26380000.0
20003387026,2,Elemantry,0.0,360000000.0,0.0,0.0,360000000.0
20003387026,3,HighSchool,0.0,96000000.0,0.0,0.0,96000000.0
20011394613,1,Secondary,130000000.0,0.0,10800000.0,21840000.0,162640000.0
