Address,value
22306634023,6000000
22320632415,4000000
22301631511,5000000
22301631514,3000000
22301631517,2000000
22301631523,5000000
22303633209,5000000
22303633212,5000000
22303633216,5000000
22303633614,3500000
22309634812,5000000
22310635617,2500000
22317638111,4000000
22406644820,2000000
22501654411,4000000
22501652020,5000000
22501650420,100000
22501654023,3400000
22604661914,1700000
22604661508,2500000
22603659908,4000000
22706669008,1800000
22713675417,3500000
22709672611,1000000
22703666507,4500000
22703666520,5000000
22703666523,4000000
22711673810,2000000
22804681508,1700000
22802678323,1500000
22803680320,800000
22805683923,500000
22802678723,2500000
22902690410,1200000
22903692014,1200000
22903692023,1500000
22904692820,800000
22911699223,1500000
22908696408,1800000
22911699620,2000000
23006708223,3000000
23006708213,6000000
23001700608,5500000
23001700620,5000000
23002703408,4000000
23002701820,3000000
23002701823,1000000
23003707020,2000000
23003705820,2000000
23002704217,3500000
23002704214,3000000
23006709014,10000000
20001384620,6500000
20006390219,2000000
20007391415,2500000
20001384226,6000000
20010393814,1500000
20001385018,6500000
20102398826,5000000
20206409126,4900000
20207409920,2000000
20210410717,10000000
20210410729,6000000
20210410720,2700000
20205408729,3000000
20205408326,16000000
20208410326,5000000
20325427117,1000000
20410435817,6000000
20405431823,3500000
20401428629,7000000
20417439420,3000000
20403431026,2000000
20414437817,2000000
20404431426,3500000
20417439417,4000000
20502441126,2500000
20502441114,3000000
