Address,member,degree,Hoghugh_Income,Azad_Income,Other_Income,Yarane_Income,total_income
21702576225,2,No degree,0.0,0.0,7800000.0,21840000.0,29640000.0
21702576229,1,Secondary,0.0,84400000.0,149725000.0,1260000.0,235385000.0
21702576229,2,No degree,0.0,0.0,8750000.0,21840000.0,30590000.0
21702576229,3,Secondary,0.0,0.0,8750000.0,0.0,8750000.0
21702576232,1,No degree,0.0,55000000.0,171775000.0,27300000.0,254075000.0
21702576232,2,No degree,0.0,0.0,7200000.0,0.0,7200000.0
21702576232,3,Elemantry,0.0,0.0,6500000.0,0.0,6500000.0
21702576235,1,No degree,0.0,98000000.0,194320000.0,1260000.0,293580000.0
21702576235,2,No degree,0.0,0.0,6700000.0,27300000.0,34000000.0
21702576238,1,No degree,0.0,76500000.0,147210000.0,1260000.0,224970000.0
21702576238,2,No degree,0.0,0.0,12300000.0,32760000.0,45060000.0
21702576238,3,Elemantry,0.0,0.0,12300000.0,1365000.0,13665000.0
21702576241,1,No degree,0.0,0.0,57850000.0,1260000.0,59110000.0
21702576626,1,No degree,0.0,0.0,71490000.0,5460000.0,76950000.0
21702576629,1,No degree,0.0,237500000.0,127720000.0,1260000.0,366480000.0
21702576629,2,No degree,0.0,0.0,12300000.0,10920000.0,23220000.0
21702576629,3,Elemantry,0.0,0.0,12300000.0,0.0,12300000.0
21702576632,1,Elemantry,0.0,248000000.0,372290000.0,1260000.0,621550000.0
21702576632,2,No degree,0.0,0.0,0.0,5460000.0,5460000.0
21702576635,1,No degree,0.0,195500000.0,331280000.0,1260000.0,528040000.0
21702576635,2,No degree,0.0,0.0,5720000.0,16380000.0,22100000.0
21702576635,3,College,646900000.0,0.0,5720000.0,0.0,652620000.0
21702576635,4,Diploma,0.0,0.0,5720000.0,0.0,5720000.0
21702576638,1,Elemantry,0.0,62000000.0,75730000.0,1260000.0,138990000.0
21702576638,2,Elemantry,0.0,0.0,10500000.0,5460000.0,15960000.0
21702576641,1,No degree,0.0,105000000.0,100780000.0,1260000.0,207040000.0
21702576641,2,No degree,0.0,0.0,12300000.0,10920000.0,23220000.0
