Address,member,income_pension,income_rent,income_interest,income_aid,income_resale,income_transfer,Fasl,year
20001384026,1,0,0,54000000,67350000,0,0,3,1401
20001384027,1,0,0,5000000,84350000,0,0,3,1401
20001384031,1,0,0,4700000,74660000,0,0,3,1401
20001384035,1,0,0,7500000,82040000,0,0,3,1401
20001384038,1,0,0,17000000,129350000,0,0,3,1401
20001384041,1,0,0,8000000,52200000,0,30000000,3,1401
20001384425,1,672000000,0,4800000,51150000,0,0,3,1401
20001384425,2,0,0,4800000,0,0,0,3,1401
20001384426,1,0,0,2800000,64000000,0,0,3,1401
20001384426,2,0,0,2800000,0,0,0,3,1401
20001384432,1,0,0,3800000,120250000,0,0,3,1401
20001384432,2,0,0,3800000,0,0,0,3,1401
20001384432,3,0,0,3800000,0,0,0,3,1401
20001384432,4,0,0,3800000,0,0,0,3,1401
20001384435,1,0,0,3800000,102050000,0,0,3,1401
20001384435,2,0,0,3800000,0,0,0,3,1401
20001384435,3,0,0,3800000,0,0,0,3,1401
20001384435,4,0,0,3800000,0,0,0,3,1401
20001384438,1,0,0,3800000,51150000,0,0,3,1401
20001384438,2,0,0,3800000,0,0,0,3,1401
20001384441,1,0,0,4800000,73000000,0,0,3,1401
20001384441,2,0,0,4800000,0,0,0,3,1401
20001384441,3,0,0,4800000,0,0,0,3,1401
20001384441,4,0,0,4800000,0,0,0,3,1401
20001384826,1,0,0,3300000,68520000,0,0,3,1401
20001384826,2,0,0,3300000,0,0,0,3,1401
20001384826,3,0,0,3300000,0,0,0,3,1401
20001384828,1,72000000,0,5000000,56120000,0,0,3,1401
20001384828,2,0,0,5000000,0,0,0,3,1401
20001384833,1,72000000,0,5000000,124000000,0,0,3,1401
20001384833,2,0,0,6000000,0,0,0,3,1401
20001384834,1,0,0,3800000,46120000,12000000,0,3,1401
20001384834,2,0,0,3800000,0,0,0,3,1401
20001384838,1,1080000000,0,10000000,123200000,0,0,3,1401
20001384838,2,0,0,10000000,0,0,0,3,1401
20001384838,3,0,0,10000000,0,0,0,3,1401
20001384838,4,0,0,10000000,0,0,0,3,1401
20001384838,5,0,0,10000000,0,0,0,3,1401
20001384841,1,720000000,0,10000000,52000000,0,0,3,1401
20001384841,2,0,0,10000000,0,0,0,3,1401
20001385226,1,0,0,0,70000000,0,0,3,1401
20001385229,1,0,0,0,70000000,0,0,3,1401
20001385231,1,0,0,0,100000000,0,0,3,1401
20001385234,1,0,0,0,70000000,0,0,3,1401
20001385241,1,0,0,0,70000000,0,0,3,1401
20001385625,1,0,0,5000000,100000000,0,0,3,1401
20001385625,2,0,0,5000000,0,0,0,3,1401
20001385630,1,0,0,1800000,82000000,0,0,3,1401
20001385630,2,0,0,1800000,0,0,0,3,1401
20001385635,1,0,0,3800000,70900000,0,0,3,1401
20001385635,2,0,0,3800000,0,0,0,3,1401
20001385635,3,0,0,3800000,0,0,0,3,1401
20001385636,1,0,0,0,70900000,0,0,3,1401
