Address,member,income_pension,income_rent,income_interest,income_aid,income_resale,income_transfer,Fasl,year
20006390629,1,0374000000,,17400000.0,23650000.0,,,1,1401
20007392622,1,,,28520000.0,10000000.0,,,1,1401
20004387832,1,,,,27940000.0,,,1,1401
20004387832,2,,,1500000.0,,,,1,1401
20012396621,1,,,,10000000.0,,,1,1401
20004387826,1,,,,54300000.0,,,1,1401
20006390620,1,,0480000000,,10000000.0,,,1,1401
20005389032,6,0049400000,,,,,,1,1401
20012396629,1,,,24600000.0,10000000.0,,,1,1401
20012395819,1,,,17000000.0,20000000.0,,,1,1401
20001384626,1,,0200000000,,20800000.0,,100000000.0,1,1401
20001384622,1,,0300000000,,14500000.0,,60000000.0,1,1401
20010393435,1,,,15840000.0,17000000.0,,,1,1401
20010393432,1,0396000000,,,10000000.0,,,1,1401
20012395835,1,,,20640000.0,56000000.0,,,1,1401
20001384629,1,,,,25600000.0,,,1,1401
20010393419,1,0550000000,,1704000.0,10000000.0,,,1,1401
20004388229,1,,0100000000,,29320000.0,,,1,1401
20001384621,1,,,,30400000.0,,,1,1401
20006389427,1,,,,10000000.0,,,1,1401
20010393428,1,,,20640000.0,10000000.0,,,1,1401
20013397032,1,,,1500000.0,32170000.0,,,1,1401
20012395825,1,,,15840000.0,19000000.0,,,1,1401
20006390235,1,,0060000000,1800000.0,31650000.0,,,1,1401
20006390232,1,,,1600000.0,66650000.0,,,1,1401
20010393832,1,,,,10000000.0,,,1,1401
20006389832,1,,,800000.0,34600000.0,,,1,1401
20010393823,1,,,20640000.0,10000000.0,,,1,1401
20005388628,1,0432000000,,,19320000.0,,,1,1401
20005388635,1,,,,20640000.0,,,1,1401
20005388629,1,,,,32600000.0,,,1,1401
20010393821,1,0555000000,,17040000.0,10000000.0,,,1,1401
20006389823,1,,1000000000,270000000.0,,,,1,1401
20007391029,1,0333000000,,,19320000.0,,,1,1401
20006389822,1,,,180000000.0,10000000.0,,,1,1401
20007392225,1,0036000000,0020000000,,6600000.0,,80000000.0,1,1401
20005388621,1,0240000000,,,30640000.0,,,1,1401
20006389830,1,0269430000,,1000000.0,26560000.0,,,1,1401
20006389825,1,0339000000,,,,,,1,1401
20005388632,1,,,,19320000.0,,2000000.0,1,1401
20010393835,1,,,12360000.0,,,,1,1401
20010393827,1,,,17040000.0,10000000.0,,,1,1401
20010393826,1,0342000000,,,,,,1,1401
20007392222,1,,,7200000.0,36000000.0,,,1,1401
20007392235,1,,,,10000000.0,,270000000.0,1,1401
20013397421,1,,,20640000.0,10000000.0,,,1,1401
20013397432,1,0157500000,,20640000.0,10000000.0,,,1,1401
20013397429,1,,,20640000.0,10000000.0,,,1,1401
20013397423,1,0036000000,,,,,40000000.0,1,1401
20001384635,1,0368000000,,,6000000.0,,,1,1401
20001384632,1,,,,15600000.0,,,1,1401
20001385023,1,,,,26400000.0,,,1,1401
20001385020,1,,,,26000000.0,,240000000.0,1,1401
20001385029,1,0562000000,,,6000000.0,,,1,1401
20012396230,1,,,,30640000.0,,,1,1401
20007392229,1,,,56600000.0,,,70000000.0,1,1401
20001385035,1,,,,10800000.0,,,1,1401
20013397426,1,,,17040000.0,20000000.0,,,1,1401
20001385026,1,,0300000000,,15600000.0,,,1,1401
20007392232,1,0318000000,0200000000,,26560000.0,,,1,1401
20005388622,1,,,,36400000.0,,,1,1401
20002386232,1,,,,16600000.0,,72000000.0,1,1401
20007392223,1,,,800000.0,,,,1,1401
20013397435,1,0330000000,,3090000.0,10000000.0,,,1,1401
20002386220,1,0375000000,,,16560000.0,,,1,1401
20002386235,1,0060000000,,,16600000.0,,60000000.0,1,1401
20002386219,1,,,800000000.0,30640000.0,,,1,1401
20004387419,1,,,17040000.0,52000000.0,,,1,1401
20005389021,1,,,,,,120000000.0,1,1401
20007391023,1,0345000000,,,10000000.0,,,1,1401
20007391035,1,,,2700000.0,20640000.0,,,1,1401
20002386229,1,0669000000,,,10000000.0,,,1,1401
20004387429,1,,,12360000.0,50000000.0,,,1,1401
20007391026,1,0204000000,,,6600000.0,,60000000.0,1,1401
20011395035,1,,,20640000.0,10000000.0,,,1,1401
20004387424,1,,0008000000,12360000.0,48000000.0,,,1,1401
20011395028,1,,,,20000000.0,,,1,1401
20012396232,1,,,2000000.0,22600000.0,,126000000.0,1,1401
20007391032,1,0303000000,,,16560000.0,,,1,1401
20004387435,1,,0050000000,,20000000.0,,,1,1401
20004387426,1,0240000000,,,10000000.0,,,1,1401
20011395032,1,,0450000000,,10000000.0,,180000000.0,1,1401
20004387432,1,,0350000000,17040000.0,10000000.0,,150000000.0,1,1401
20012396221,1,,,12360000.0,10000000.0,,,1,1401
20007391021,1,0840000000,,,10000000.0,,,1,1401
20012396219,1,,,24600000.0,10000000.0,,,1,1401
20006389835,1,,,1800000.0,46640000.0,8000000.0,,1,1401
20012396229,1,,,,13460000.0,,,1,1401
20012396229,7,,,,10400000.0,,,1,1401
20012396235,1,,,1800000.0,48560000.0,,,1,1401
20002386226,1,0480000000,,,,,,1,1401
20011395020,1,,,12360000.0,10000000.0,,30000000.0,1,1401
20011395023,1,,,20640000.0,20000000.0,,,1,1401
20001385032,1,,,,20400000.0,,,1,1401
20011395026,1,,,20640000.0,20000000.0,,,1,1401
20106401026,1,,,,50100000.0,,,1,1401
20112404235,1,,,,56790000.0,,,1,1401
20108402423,1,0471000000,0081000000,,23390000.0,,,1,1401
20108402435,1,,,,39940000.0,,,1,1401
20114405126,1,0615000000,0085000000,,23390000.0,,,1,1401
20114405135,1,,,,39940000.0,,,1,1401
20114405122,1,,,,27940000.0,,,1,1401
20114405122,3,,,,,,5000000.0,1,1401
20114405120,1,,,,23390000.0,,,1,1401
20114405120,3,,,,27940000.0,55000000.0,,1,1401
20114405120,5,,,,,,5000000.0,1,1401
20102398819,1,,,,43390000.0,,95000000.0,1,1401
20102398820,1,,,,61790000.0,,20000000.0,1,1401
20102398832,1,,,,26650000.0,,,1,1401
20102398832,3,,,,,,10000000.0,1,1401
20102398832,4,,,,,,8000000.0,1,1401
20102398832,5,,,,,,8000000.0,1,1401
20112404232,1,,,,22360000.0,,,1,1401
20112404221,1,,0036000000,,35400000.0,,,1,1401
20102398826,1,,,,38540000.0,,,1,1401
20111403626,1,0771000000,,,10000000.0,,,1,1401
20107401532,1,,,,46960000.0,,,1,1401
20111403622,1,,,,59740000.0,,,1,1401
20107401520,1,,,,17940000.0,,,1,1401
20107401520,2,,,,,,8000000.0,1,1401
20112404220,1,,,,6600000.0,,,1,1401
20112404220,2,0375000000,,,6600000.0,,,1,1401
20102398835,1,,,,22360000.0,,,1,1401
20102398835,3,,,,,,15000000.0,1,1401
20102398835,4,,,,,,20000000.0,1,1401
20112404229,1,,,960000.0,22360000.0,,,1,1401
20112404229,2,,,960000.0,,,,1,1401
20112404229,3,,,,,,2000000.0,1,1401
20112404229,4,,,,,,2000000.0,1,1401
20104399232,1,,,,17940000.0,,,1,1401
20104399232,3,,,,,,10000000.0,1,1401
20107401527,1,,0042000000,1960000.0,346150000.0,,,1,1401
20101398322,1,,,,84890000.0,,,1,1401
20101398326,1,,,960000.0,,,,1,1401
20101398326,3,,,,,,5000000.0,1,1401
20101398326,4,,,,,,8000000.0,1,1401
20107401535,1,,,,35540000.0,,,1,1401
20107401529,1,,,960000.0,20640000.0,,15000000.0,1,1401
20107401529,2,,,960000.0,,,,1,1401
20107401529,3,,,,,,6500000.0,1,1401
20107401529,4,,,,,,5000000.0,1,1401
20102398825,1,,,,22360000.0,,,1,1401
20106401019,1,,,,40500000.0,9000000.0,,1,1401
20104399235,1,,,,60040000.0,,25000000.0,1,1401
20106401023,1,,,,32360000.0,,,1,1401
20106401029,1,,,,51700000.0,,,1,1401
20111403620,1,0315000000,,,27940000.0,,,1,1401
20108401920,1,,0070000000,980000.0,65640000.0,,,1,1401
20104399223,1,,0145000000,980000.0,13390000.0,,,1,1401
20104399223,2,,,980000.0,,,,1,1401
20104399223,3,,,,7150000.0,,,1,1401
20104399226,1,,,,63040000.0,,,1,1401
20104399228,1,,,,38360000.0,,,1,1401
20108401930,1,0184800000,0210000000,,13390000.0,,,1,1401
20106401032,1,0435000000,0084000000,960000.0,23390000.0,,,1,1401
20106401032,2,,,960000.0,,,,1,1401
20106401035,1,0591000000,,,10000000.0,,,1,1401
20108401923,1,,,980000.0,17940000.0,,,1,1401
20108401923,2,,,980000.0,,,,1,1401
20108401923,3,,,980000.0,,,3500000.0,1,1401
20108401935,1,,,,22360000.0,,,1,1401
20108401935,3,,,,,,10000000.0,1,1401
20108401935,4,,,,,,10000000.0,1,1401
20101398323,1,,,,32360000.0,,,1,1401
20108401932,1,,,,7150000.0,,,1,1401
20111403635,1,,,,52500000.0,,,1,1401
20111403632,1,,,,86170000.0,,,1,1401
20112404226,1,,,980000.0,42360000.0,,,1,1401
20112404226,3,,,980000.0,33000000.0,,,1,1401
20111403629,1,,,,64340000.0,,,1,1401
20101398335,1,,,,53310000.0,,,1,1401
20101398332,1,,,,36650000.0,,,1,1401
20108402420,1,,,,6600000.0,,,1,1401
20108402429,1,,,,30900000.0,,,1,1401
20108402426,1,,,,50100000.0,,,1,1401
20104399629,1,,,,70740000.0,,25000000.0,1,1401
20114405129,1,,,,58990000.0,,,1,1401
20114405132,1,,,,62990000.0,,,1,1401
20104399623,1,,,,52890000.0,,,1,1401
20104399619,1,,,,39940000.0,,,1,1401
20104399626,1,,,,10000000.0,,,1,1401
20108402432,1,,,,32360000.0,,,1,1401
20108402432,3,,,,,,6000000.0,1,1401
20108402432,4,,,,,,5000000.0,1,1401
20104399632,1,,,6000000.0,44990000.0,,,1,1401
20104399635,1,,,8500000.0,27940000.0,,,1,1401
20104399635,3,,,,,,2000000.0,1,1401
20105400120,1,,,1020000.0,45790000.0,,,1,1401
20105400120,2,,,1020000.0,,,,1,1401
20115405524,1,0447000000,,1030000.0,7150000.0,,,1,1401
20109402823,1,0531000000,0185000000,,13390000.0,,,1,1401
20109402826,1,0399000000,,960000.0,17940000.0,,,1,1401
20109402826,2,,,960000.0,,,,1,1401
20109402826,3,,,960000.0,,,,1,1401
20109402835,1,0375000000,,,26650000.0,,,1,1401
20109402829,1,,0140000000,1000000.0,656940000.0,,,1,1401
20105400126,1,,,,16890000.0,,,1,1401
20105400126,3,,,,,,30000000.0,1,1401
20105400132,1,,,,46960000.0,,,1,1401
20115405519,1,,,,22360000.0,,,1,1401
20115405535,1,,0120000000,,17940000.0,5000000.0,,1,1401
20115405535,3,,,,,,2000000.0,1,1401
20115405525,1,,,,577360000.0,,,1,1401
20115405525,3,,,,14400000.0,,,1,1401
20115405532,1,,,,19990000.0,,,1,1401
20115405532,3,,,,21390000.0,,,1,1401
20105400125,1,,,,34950000.0,,20000000.0,1,1401
20105400119,1,,,,7150000.0,,20000000.0,1,1401
20109402832,1,,,,29950000.0,,,1,1401
20115405527,1,,,,57990000.0,,15000000.0,1,1401
20109402822,1,,,,79340000.0,,40000000.0,1,1401
20109402822,2,,,,,,15000000.0,1,1401
20109402822,3,,,,,,15000000.0,1,1401
20113404728,1,,,,13390000.0,,,1,1401
20113404729,1,,0075000000,,31800000.0,,,1,1401
20113404729,2,,,,7150000.0,,,1,1401
20110403220,1,,0035000000,980000.0,37150000.0,,,1,1401
20110403223,1,,0085000000,,47500000.0,,,1,1401
20113404719,1,,,21600000.0,49150000.0,,7500000.0,1,1401
20105400635,1,,,,13390000.0,,,1,1401
20110403235,1,,,,17940000.0,,,1,1401
20110403232,1,,,,13390000.0,,,1,1401
20110403225,1,0092000000,0060000000,,7150000.0,,,1,1401
20105400632,1,,,,22360000.0,,,1,1401
20105400626,1,,,980000.0,22360000.0,,12000000.0,1,1401
20105400626,2,,,980000.0,,,,1,1401
20105400626,3,,,,,,4000000.0,1,1401
20105400626,4,,,,,,4000000.0,1,1401
20105400626,5,,,,37150000.0,,,1,1401
20105400627,1,0519000000,0039200000,1000000.0,22360000.0,,,1,1401
20105400627,2,,,1000000.0,,,,1,1401
20105400627,3,,,1000000.0,,,,1,1401
20105400627,4,,,,,,4000000.0,1,1401
20110403230,1,,,,40250000.0,,,1,1401
20110403230,2,,,,21390000.0,,,1,1401
20113404735,1,,,,21390000.0,,30000000.0,1,1401
20113404722,1,0519000000,,1050000.0,,,,1,1401
20113404722,2,,,1050000.0,,,,1,1401
20113404732,1,,,,29940000.0,,,1,1401
20105400622,1,,,,26190000.0,,,1,1401
20105400621,1,,,,17940000.0,,,1,1401
20105400621,3,,,,7150000.0,,,1,1401
20101398330,1,,,,43390000.0,,,1,1401
20104399219,1,,,35000000.0,21640000.0,,,1,1401
20207409923,1,,,,22600000.0,,,1,1401
20207409923,2,,,,26560000.0,,,1,1401
20207409929,1,,,1920000.0,22360000.0,,,1,1401
20207409932,1,0648600000,0350000000,2880000.0,26200000.0,,,1,1401
20207409935,1,,,,26560000.0,,,1,1401
20202407520,1,,,,30640000.0,,,1,1401
20202407523,1,,,,22360000.0,,,1,1401
20202407526,1,,0150000000,,22360000.0,,,1,1401
20202407529,1,,,,30640000.0,,,1,1401
20202407532,1,,,,16880000.0,,,1,1401
20202407535,1,0200000000,,,16600000.0,,,1,1401
20201406320,1,,,,30640000.0,,,1,1401
20201406323,1,,,,30640000.0,,,1,1401
20201406329,1,,,,26560000.0,,50000000.0,1,1401
20201406332,1,,0325000000,,22360000.0,,,1,1401
20201406335,1,,,,22360000.0,,,1,1401
20201406326,1,,,,26560000.0,,,1,1401
20205408732,1,,,3680000.0,10000000.0,,,1,1401
20205408720,1,0516000000,,1900000.0,10000000.0,,,1,1401
20205408729,1,,,,12760000.0,,,1,1401
20205408735,1,0250000000,,324000000.0,26560000.0,,3000000.0,1,1401
20225415920,1,,,,3900000.0,,,1,1401
20225415929,1,,,,12360000.0,,,1,1401
20227416332,1,0975000000,,840000.0,,,,1,1401
20227416332,2,,,840000.0,,,,1,1401
20227416319,1,,,900000.0,54600000.0,,,1,1401
20227416319,2,,,900000.0,12360000.0,,,1,1401
20227416325,1,0555000000,,900000.0,22360000.0,,,1,1401
20227416325,2,,,900000.0,,,,1,1401
20227416326,1,,,,26560000.0,,3000000.0,1,1401
20227416326,2,,,900000.0,,,,1,1401
20227416335,1,0567000000,,900000.0,30230000.0,,,1,1401
20227416335,2,,,900000.0,14400000.0,,,1,1401
20218412720,1,,,,30640000.0,,10000000.0,1,1401
20218412723,1,,,,30640000.0,,,1,1401
20218412727,1,,0875000000,,10000000.0,,,1,1401
20223415120,1,,,,26320000.0,,,1,1401
20223415123,1,,0052000000,,34360000.0,,40000000.0,1,1401
20223415126,1,,,,10000000.0,,,1,1401
20223415129,1,,,,11360000.0,,,1,1401
20223415132,1,,,,22360000.0,,,1,1401
20214411520,1,,0200000000,,26560000.0,,16000000.0,1,1401
20214411523,1,0357000000,,,22360000.0,,,1,1401
20223415135,1,,,,26320000.0,,,1,1401
20218412729,1,,,,26560000.0,,,1,1401
20218412732,1,,,,22300000.0,,10000000.0,1,1401
20218412732,6,,,,16600000.0,,,1,1401
20218412735,1,,,,26560000.0,,,1,1401
20214411532,1,,,,,,6000000.0,1,1401
20214411532,5,0346800000,,,6600000.0,,,1,1401
20225415520,1,,,,26560000.0,,,1,1401
20225415523,1,,,,16560000.0,,,1,1401
20225415526,1,,,,12360000.0,,10000000.0,1,1401
20225415532,1,0632000000,,,12360000.0,,,1,1401
20225415532,3,,,,16560000.0,,3000000.0,1,1401
20225415532,6,,,,16560000.0,,4000000.0,1,1401
20221414320,1,,,,20640000.0,,,1,1401
20221414323,1,,,980000.0,11040000.0,,,1,1401
20221414326,1,,,3920000.0,10000000.0,,,1,1401
20221414329,1,,,,10000000.0,,,1,1401
20221414332,1,,,,10000000.0,,,1,1401
20221414335,1,,,,10250000.0,,,1,1401
20214411529,1,0897240000,,,10000000.0,,,1,1401
20215411920,1,,0144000000,1860000.0,10000000.0,,,1,1401
20215411926,1,,0020000000,,22360000.0,,120000000.0,1,1401
20215411929,1,,,,30640000.0,,2000000.0,1,1401
20215411935,1,,,,12236000.0,,120000000.0,1,1401
20215411932,1,0504000000,,3000000.0,30640000.0,,2000000.0,1,1401
20215411923,1,,,3600000.0,30640000.0,,50000000.0,1,1401
20214411535,1,0357480000,0160000000,,40360000.0,,10000000.0,1,1401
20202407126,1,,,,24600000.0,,5000000.0,1,1401
20202407130,1,,,,24640000.0,,20000000.0,1,1401
20202407135,1,0336000000,,,10600000.0,,,1,1401
20225415930,1,0483000000,,,28560000.0,,3000000.0,1,1401
20225415935,1,,,,,,2000000.0,1,1401
20214411121,1,,,,22360000.0,,,1,1401
20214411124,1,,,,22360000.0,,,1,1401
20214411126,1,0170000000,,,22360000.0,,10000000.0,1,1401
20214411126,3,,,,34600000.0,,,1,1401
20214411129,1,,,,26560000.0,,5000000.0,1,1401
20214411132,1,0957000000,,,26560000.0,,,1,1401
20214411135,1,,,,16600000.0,,,1,1401
20214411135,2,,,,26560000.0,,10000000.0,1,1401
20222414720,1,,,,26560000.0,,45000000.0,1,1401
20222414723,1,,,,30640000.0,,,1,1401
20222414726,1,,,,26560000.0,,1000000.0,1,1401
20222414729,1,,0036000000,1800000.0,26560000.0,,2000000.0,1,1401
20222414732,1,,,1800000.0,22360000.0,,,1,1401
20222414735,1,,,,26560000.0,,,1,1401
20202407120,1,,,,20560000.0,,2000000.0,1,1401
20202407123,1,,,,22360000.0,,,1,1401
20225415535,1,,,,16560000.0,,2000000.0,1,1401
20219413520,1,0970000000,,,22360000.0,,,1,1401
20219413526,1,,,,26560000.0,,,1,1401
20219413532,1,,,,22600000.0,,,1,1401
20216412320,1,,,,20560000.0,,,1,1401
20216412326,1,,,2100000.0,32560000.0,,10000000.0,1,1401
20216412335,1,,,,30560000.0,,,1,1401
20216412329,1,,,,32560000.0,,10000000.0,1,1401
20216412332,1,,,,20560000.0,,3000000.0,1,1401
20201406720,1,,,,26560000.0,,5000000.0,1,1401
20201406723,1,,,,16560000.0,,4000000.0,1,1401
20201406726,1,,,,22360000.0,,10000000.0,1,1401
20201406729,1,,,,22360000.0,,60000000.0,1,1401
20201406732,1,,,,26560000.0,,3000000.0,1,1401
20220413920,1,,,650000.0,30640000.0,,25000000.0,1,1401
20208410329,1,,,840000.0,10000000.0,,5000000.0,1,1401
20208410329,2,,,840000.0,,,,1,1401
20208410332,1,,0144000000,900000.0,10000000.0,,3000000.0,1,1401
20208410332,2,,,900000.0,,,,1,1401
20208410335,1,,,860000.0,,,,1,1401
20208410335,2,,,860000.0,,,,1,1401
20204407919,1,,,,34600000.0,,,1,1401
20204407923,1,,,,26560000.0,,,1,1401
20204407926,1,,,,30640000.0,,,1,1401
20204407932,1,,,,30640000.0,,,1,1401
20204407935,1,,,,26560000.0,,,1,1401
20219413529,1,,,,26560000.0,,,1,1401
20219413535,1,,,,26560000.0,,,1,1401
20219413535,3,,,,72000000.0,,,1,1401
20220413926,1,,,1940000.0,26560000.0,,,1,1401
20220413928,1,0555000000,,,16560000.0,,,1,1401
20220413928,2,0495000000,,,,,,1,1401
20220413932,1,,,1940000.0,38540000.0,,240000000.0,1,1401
20220413935,1,,,,30640000.0,,240000000.0,1,1401
20208410320,1,,,900000.0,12360000.0,,,1,1401
20208410320,2,0531000000,,900000.0,,,,1,1401
20208410322,1,0735000000,0096000000,850000.0,22360000.0,,,1,1401
20208410322,2,,,850000.0,,,,1,1401
20208410326,1,,,900000.0,40640000.0,,30000000.0,1,1401
20208410326,2,,,900000.0,,,,1,1401
20206409120,1,,,,22360000.0,,,1,1401
20206409120,3,,,,16560000.0,,,1,1401
20206409119,1,0276000000,,,,,,1,1401
20207409526,1,,,,10000000.0,,,1,1401
20207409520,1,,,3600000.0,,,,1,1401
20207409523,1,,,,26560000.0,,,1,1401
20207409523,3,,,,22360000.0,,65000000.0,1,1401
20207409529,1,,,3600000.0,30640000.0,,,1,1401
20207409535,1,,,480000000.0,10000000.0,,2000000.0,1,1401
20210410729,1,,,,30640000.0,,,1,1401
20210410735,1,0780220000,,710000.0,30640000.0,,,1,1401
20210410735,2,,,710000.0,,,,1,1401
20210410735,3,,,710000.0,,,,1,1401
20210410735,4,,,710000.0,,,,1,1401
20210410732,1,0922000000,,2100000.0,10000000.0,,,1,1401
20218413126,1,,0096000000,,16600000.0,,60000000.0,1,1401
20218413132,1,,,,50560000.0,,30000000.0,1,1401
20218413120,1,,,,10000000.0,,,1,1401
20218413123,1,,0045000000,,75860000.0,,40000000.0,1,1401
20210410726,1,0552220000,,710000.0,10000000.0,,,1,1401
20210410726,2,,,710000.0,,,,1,1401
20210410726,3,,,710000.0,,,,1,1401
20210410726,4,,,710000.0,,,,1,1401
20205408320,1,,,,16560000.0,,,1,1401
20205408323,2,,,,16600000.0,,,1,1401
20205408329,2,,,,34600000.0,,,1,1401
20205408332,1,0720000000,,,,,,1,1401
20210410720,1,,,,26560000.0,,,1,1401
20206409126,1,,,,30640000.0,,,1,1401
20206409130,1,0664000000,,,26560000.0,,,1,1401
20206409130,2,0428000000,,,,,,1,1401
20206409132,1,,,,26560000.0,,,1,1401
20206409135,1,,,,30640000.0,,,1,1401
20316423932,1,0,0,2000000.0,20640000.0,0.0,0.0,1,1401
20307420323,1,0,0,0.0,22360000.0,10000000.0,0.0,1,1401
20307420329,1,0,0,0.0,10000000.0,0.0,0.0,1,1401
