Address,member,income_pension,income_rent,income_interest,income_aid,income_resale,income_transfer,Fasl,year
10004004223,1,0358000000,,,,,,1,98
10004004223,2,0262000000,,,,,,1,98
10002002810,1,,0060000000,,,,30000000.0,1,98
10002002820,1,0165000000,,,,,,1,98
10002002823,1,0212400000,,,,30000000.0,,1,98
10001000217,1,,,120000000.0,,,100000000.0,1,98
10002002815,1,0142000000,,2000000.0,,,,1,98
10001000209,1,0342500000,,,,,,1,98
10009008123,1,0468000000,,,,,,1,98
10009008108,1,0370000000,,2000000.0,,,,1,98
10009008117,1,0390000000,,2000000.0,,,,1,98
10006005516,1,0300000000,0036000000,,,,,1,98
10006005516,2,0264000000,,,,,,1,98
10006005523,1,0216000000,,,,,,1,98
10013010608,1,,,3400000.0,,,,1,98
10013010623,1,,,,36000000.0,,,1,98
10013010623,3,,,,14000000.0,,,1,98
10013010623,5,,,,7500000.0,,,1,98
10006006823,1,0358000000,,2000000.0,,,,1,98
10006006812,1,,0036000000,,,,,1,98
10013010620,1,0060000000,,,,,,1,98
10003003207,1,0346000000,,,,,,1,98
10003003213,1,,,,,,40000000.0,1,98
10007007220,1,,,,30000000.0,,20000000.0,1,98
10007007215,1,0189000000,,,,,,1,98
10009008512,1,,,,13000000.0,,,1,98
10007007211,1,0189000000,,,,,,1,98
10011009723,1,,,,19200000.0,,,1,98
10011009723,4,,,,,3000000.0,,1,98
10011009711,1,,,,,,40000000.0,1,98
10011009708,1,,,,,,50000000.0,1,98
10001001916,1,0050000000,,,,,48000000.0,1,98
10011009717,1,,0030000000,2000000.0,,,,1,98
10007007208,1,,,,30800000.0,,50000000.0,1,98
10003003223,1,0228000000,,,,,,1,98
10006005518,1,0168000000,,,,,,1,98
10010009323,1,0084000000,,,,25000000.0,,1,98
10010009318,1,0190000000,,2000000.0,,,,1,98
10010009312,1,0268000000,,2000000.0,,45000000.0,,1,98
10010009314,1,0160000000,,,,,,1,98
10010009308,1,0208000000,,90000.0,,,,1,98
10001001523,1,,,,38000000.0,,34000000.0,1,98
10001001510,1,0144000000,,,,,,1,98
10004004210,1,,,,,,15000000.0,1,98
10001000613,1,0226000000,,,,,,1,98
10001000623,1,0322000000,,,,,,1,98
10001000609,1,0346000000,,,,,,1,98
10001000612,1,0291000000,,,,,,1,98
10001000615,1,0334000000,,,,,,1,98
10001001514,1,,0120000000,,,,,1,98
10001001911,1,0322000000,,,,,,1,98
10010009320,1,0285000000,,,,,,1,98
10013010610,1,,,,2120000.0,,,1,98
10006005511,1,0204000000,,,,,,1,98
10006005512,1,0300000000,,,,,,1,98
10006005920,1,,0096000000,,,,,1,98
10005004623,1,0151000000,,3400000.0,,6000000.0,,1,98
10006005917,4,,,,2100000.0,,,1,98
10009008508,1,,0015600000,,12000000.0,,3500000.0,1,98
10004004215,1,0250000000,,2000000.0,,,,1,98
10005004611,1,,,3400000.0,,,,1,98
10006005913,1,,,250000000.0,,,,1,98
10004004217,1,0214000000,,,,,,1,98
10003003211,1,0262000000,,,,,,1,98
10003003211,2,0262000000,,,,,,1,98
10005004613,1,0272000000,0300000000,200000000.0,,,,1,98
10006006307,1,0144000000,,,,,,1,98
10006006320,1,0144000000,,,,,,1,98
10006006315,1,0027000000,0024000000,,,,,1,98
10002002816,1,,,700000.0,,,,1,98
10007007723,1,0394000000,,,,,,1,98
10007007720,1,0430000000,,,,,,1,98
10007007709,1,0490000000,,,,,,1,98
10004003817,1,0370000000,,,,,,1,98
10012010111,1,,,700000.0,,,,1,98
10001002408,1,0300000000,,,,,,1,98
10007007712,1,0120000000,,,,,,1,98
10006006314,1,,0156000000,,,,,1,98
10009008520,1,0234000000,,,,,,1,98
10001002410,1,0336000000,,,,,,1,98
10009008523,1,0152000000,,,,,,1,98
10010008909,1,0177800000,,,,,,1,98
10003003217,1,,,1200000.0,,,,1,98
10001001108,1,0300000000,0084000000,100000000.0,,,,1,98
10004003808,1,,,,13000000.0,,1000000.0,1,98
10004003820,1,0037800000,,1500000.0,,,,1,98
10004003823,2,0149000000,,,,,,1,98
10012010114,1,,,260000000.0,,,,1,98
10012010108,1,,,3200000.0,,,,1,98
10010008920,1,0370000000,,,,,,1,98
10005005109,1,0214000000,,,,,,1,98
10004003809,1,,,1040000.0,,,,1,98
10001001120,1,0420000000,,,,,,1,98
10004003818,1,,,60000000.0,,,25000000.0,1,98
10010008915,1,,,,,,240000000.0,1,98
10010008907,2,,,,,15000000.0,,1,98
10010008923,1,0200000000,,12000000.0,,,,1,98
10001001109,1,0336000000,,,,,,1,98
10005005114,1,0106000000,,,,,50000000.0,1,98
10010008917,1,,0080000000,,,,,1,98
10001001114,1,0264000000,,,,,,1,98
10005005107,1,,0260000000,,,,50000000.0,1,98
10009008111,1,0624032000,0144000000,,,,,1,98
10006006813,1,,0200000000,900000.0,,,,1,98
10113024020,1,,,,,,25000000.0,1,98
10113024023,1,,,,,,25000000.0,1,98
10113024013,1,,,750000.0,30000000.0,,5000000.0,1,98
10113024013,2,,,750000.0,,,,1,98
10102012008,1,,,1500000.0,30000000.0,,10000000.0,1,98
10102012008,2,,,1500000.0,,,,1,98
10115025211,1,,,,19200000.0,,12000000.0,1,98
10102012011,1,,,960000.0,30600000.0,,10000000.0,1,98
10102012011,2,,,960000.0,,,,1,98
10104014411,1,,,,,,60000000.0,1,98
10113024008,1,,,,,,10000000.0,1,98
10113024008,2,,,,,,10000000.0,1,98
10113024008,3,,,,,,2500000.0,1,98
10107019220,1,,,1000000.0,226000000.0,,,1,98
10113024014,1,,,84000000.0,,,,1,98
10113024010,1,,,760000.0,,,,1,98
10113024010,2,,,465000.0,,,,1,98
10104014423,1,0154000000,,,,,,1,98
10110021608,3,,,,,,800000.0,1,98
10110021608,4,,,,,,1500000.0,1,98
10105016808,1,0244000000,,1500000.0,,,,1,98
10105016808,2,,,1500000.0,,,,1,98
10104014420,1,,,,,,45000000.0,1,98
10106018023,1,,,500000.0,,,,1,98
10106018023,2,,,500000.0,,,,1,98
10106018023,3,,,500000.0,,,2000000.0,1,98
10106018023,4,,,500000.0,,,2000000.0,1,98
10108020417,1,0262000000,,,,,,1,98
10106018020,1,0190000000,,,,,,1,98
10103013218,1,0250000000,0043200000,,,,,1,98
10108020423,1,,,,,,15000000.0,1,98
10108020423,2,,,,,,15000000.0,1,98
10109020812,1,,,850000.0,,,,1,98
10109020812,2,,,850000.0,,,,1,98
10109020812,3,,,850000.0,,,,1,98
10101010823,1,0226000000,,760000.0,,,,1,98
10109020809,1,0358000000,,,,,,1,98
10109020809,2,0346000000,,,,,,1,98
10101010811,1,,,500000.0,,,50000000.0,1,98
10101010811,2,,,500000.0,,,,1,98
10105015616,1,,,60000000.0,,,,1,98
10105015616,3,,,,,,4000000.0,1,98
10105015616,4,,,,,,4000000.0,1,98
10105016017,1,0370000000,,860000.0,,,,1,98
10105016017,2,,,860000.0,,,,1,98
10105016017,3,,,860000.0,,,,1,98
10105016017,4,,,,,,3500000.0,1,98
10105016017,5,,,,,,2000000.0,1,98
10106018420,1,,0035000000,,,,,1,98
10106018420,3,,,,,,5000000.0,1,98
10106018418,3,,,,,5000000.0,4000000.0,1,98
10106018418,4,,,,,,6000000.0,1,98
10101010818,1,0262000000,,,,,,1,98
10101010818,2,0262000000,,,,,,1,98
10101010818,3,,,,,,1000000.0,1,98
10101010820,2,0340000000,,,,,,1,98
10101011211,1,,,960000.0,,,,1,98
10101011211,2,,,960000.0,,,,1,98
10101011211,3,,,,,,1000000.0,1,98
10105016011,1,0214000000,,,,,,1,98
10106018014,1,0670000000,,,,,,1,98
10109020813,3,,,,,,5000000.0,1,98
10109020814,1,,,,,,15000000.0,1,98
10109020814,2,,,,,,5000000.0,1,98
10109020814,3,,,,,,3000000.0,1,98
10101010814,1,0250000000,,,,,,1,98
10101010814,2,0250000000,,,,,,1,98
10101011620,3,,,,,,4000000.0,1,98
10108020411,3,,,,,,1500000.0,1,98
10108020411,4,,,,,,2000000.0,1,98
10108020408,3,,,,,,2400000.0,1,98
10101011220,3,,,,,,5000000.0,1,98
10101011223,1,,,100000000.0,,,,1,98
10101011223,3,,,,,,2000000.0,1,98
10101011223,4,,,,,,2000000.0,1,98
10101011223,5,,,,,,2000000.0,1,98
10101011623,1,,,800000.0,,,,1,98
10101011623,2,,,800000.0,,,,1,98
10101011623,3,,,,,,2500000.0,1,98
10101011623,4,,,,,,3000000.0,1,98
10103013614,3,,,,,,3000000.0,1,98
10105016014,1,,,216000000.0,,,,1,98
10105016014,3,,,,,,2500000.0,1,98
10105016408,1,0478000000,,,,,,1,98
10105016408,2,,,,,,2000000.0,1,98
10105016409,1,0226000000,0072000000,,,,10000000.0,1,98
10107018811,1,,,1000000.0,17400000.0,,,1,98
10107018811,2,,,680000.0,,,,1,98
10107018811,3,,,680000.0,,,,1,98
10107018811,4,,,680000.0,,,900000.0,1,98
10107018812,1,0062500000,,,,,,1,98
10107018812,3,,,,,,1500000.0,1,98
10108020420,2,,,500000.0,,,,1,98
10108020420,3,,,,,,2000000.0,1,98
10108020420,4,,,,,,2000000.0,1,98
10103013220,2,,,750000.0,,,,1,98
10103013220,3,,,750000.0,,,1000000.0,1,98
10107018820,1,,,,1600000.0,,,1,98
10106018408,1,,,900000.0,160000000.0,,,1,98
10106018408,2,,,900000.0,,,,1,98
10106018411,1,,,2000000.0,17900000.0,,,1,98
10104014008,1,,,850000.0,31000000.0,,7000000.0,1,98
10104014008,2,,,850000.0,,,,1,98
10106018017,1,0394000000,,560000.0,,,,1,98
10106018017,2,,,460000.0,,,,1,98
10105016418,1,0253000000,,,,,,1,98
10105016418,3,,,,,35000000.0,,1,98
10104014017,1,,0048000000,,,,,1,98
10104014017,3,,,,,,2000000.0,1,98
10104014017,4,,,,,,2000000.0,1,98
10104014017,5,,,,,,1000000.0,1,98
10101011608,1,,,861000.0,,,15000000.0,1,98
10101011608,2,,,861000.0,,,,1,98
10101011608,3,,,861000.0,,,4000000.0,1,98
10101011608,4,,,861000.0,,,4000000.0,1,98
10103013212,1,0078000000,,,,,35000000.0,1,98
10103013620,3,,,,,,5000000.0,1,98
10103013620,4,,,,,,5000000.0,1,98
10106018423,1,,,,35000000.0,,25000000.0,1,98
10106018423,2,,,,,,5000000.0,1,98
10106018423,3,,,,,,5000000.0,1,98
10106018423,4,,,,,,5000000.0,1,98
10105016423,3,,,,,,2000000.0,1,98
10105016423,4,,,,,,2000000.0,1,98
10106018413,1,,,960000.0,,,,1,98
10106018413,2,,,960000.0,,,,1,98
10106018413,3,,,,,,2000000.0,1,98
10106018413,4,,,,,,2000000.0,1,98
10103013607,1,,,,4000000.0,,72000000.0,1,98
10103013607,2,,,,,,800000.0,1,98
10103013208,1,,,1500000.0,11400000.0,,,1,98
10101011617,1,,,900000.0,17400000.0,,,1,98
10104014009,1,,,900000.0,30000000.0,,15000000.0,1,98
10104014009,2,,,900000.0,,,,1,98
10112023614,1,,,950000.0,,,,1,98
10112023614,2,,,950000.0,,,,1,98
10101011609,1,,,,,10000000.0,5000000.0,1,98
10101011609,3,,,,,,2000000.0,1,98
10101011609,4,,,,,,5000000.0,1,98
10109021210,1,0286000000,,,,,,1,98
10109021211,1,,,800000.0,,,,1,98
10109021211,2,,,800000.0,,,,1,98
10105015608,1,0490000000,,,,,100000000.0,1,98
10101011208,1,,0144000000,460000.0,,,,1,98
10101011208,2,,,460000.0,,,,1,98
10101011208,3,,,460000.0,,,,1,98
10101011208,4,,,460000.0,,,1500000.0,1,98
10101011215,1,,,,,,12000000.0,1,98
10101011215,3,,,,,,1200000.0,1,98
10101011216,1,0226000000,,,,,,1,98
10101011216,2,,,,11400000.0,,,1,98
10101011614,1,,,1000000.0,18000000.0,,8000000.0,1,98
10103013611,1,0073000000,,,,,20000000.0,1,98
10105016008,1,0250000000,,,,,,1,98
10105016020,1,0250000000,,,,,,1,98
10108020414,1,,0048000000,,,,,1,98
10108020414,3,,,,,,2500000.0,1,98
10108020414,4,,,,,,2000000.0,1,98
10109020820,1,,,,,,30000000.0,1,98
10109020820,2,,,,,,20000000.0,1,98
10109020820,3,,,,,,5000000.0,1,98
10109020820,4,,,,,,5000000.0,1,98
10112023620,1,,,850000.0,17400000.0,,,1,98
10112023623,1,,,860000.0,,,30000000.0,1,98
10112023623,2,,,860000.0,,,,1,98
10112023623,3,,,,,,1000000.0,1,98
10104014023,1,,,1500000.0,,,15000000.0,1,98
10104014023,3,,,,,,3000000.0,1,98
10109021223,2,,,,,,25000000.0,1,98
10109021223,3,,,,,,5000000.0,1,98
10103013617,1,0250000000,,,,,,1,98
10107018823,3,,,,,,2000000.0,1,98
10109020823,1,0190000000,0012000000,760000.0,,,45000000.0,1,98
10109020823,2,,,760000.0,,,,1,98
10109020823,3,,,760000.0,,,,1,98
10107018815,1,,0077000000,,,,10000000.0,1,98
10105015623,1,,,960000.0,,,,1,98
10105015623,2,,,960000.0,,,,1,98
10105015623,3,,,,,,5000000.0,1,98
10106018010,1,0442000000,,,,,,1,98
10105016413,1,,,860000.0,19200000.0,,,1,98
10105016413,2,,,860000.0,,,,1,98
10111022808,1,,,,18000000.0,,,1,98
10103013216,1,0370000000,,,,,,1,98
10104014020,1,,,,30000000.0,,5000000.0,1,98
10104014020,2,,,,,,3000000.0,1,98
10109021220,1,,,961000.0,,,15000000.0,1,98
10109021220,2,,,961000.0,,,,1,98
10105016816,1,,,,,,2000000.0,1,98
10105016816,3,,,,,,10000000.0,1,98
10105016816,4,,,,,,10000000.0,1,98
10105016817,1,0214000000,,,,,,1,98
10105016811,1,0226000000,,,,,,1,98
10105016820,2,0202000000,,,,,,1,98
10105016823,1,,,900000.0,,,,1,98
10105016823,2,,,900000.0,,,,1,98
10105016823,3,,,900000.0,,,700000.0,1,98
10105016823,4,,,,,,800000.0,1,98
10115025220,1,0262000000,0035000000,900000000.0,,,,1,98
10115025214,1,,,540000.0,,,,1,98
10115025214,2,,,540000.0,,,,1,98
10115025214,3,0184000000,,,,,,1,98
10115025210,1,0322000000,,,,,,1,98
10115025223,1,,,,,,2000000.0,1,98
10115025217,1,,,460000.0,,,10000000.0,1,98
10115025217,2,,,460000.0,,,5000000.0,1,98
10115025217,3,,,,,,4000000.0,1,98
10104014416,1,,,560000.0,,,5000000.0,1,98
10104014416,2,,,560000.0,,,,1,98
10104014416,4,,,,,,2000000.0,1,98
10104014409,2,0178000000,,2000000.0,,,,1,98
10104014414,1,0418000000,,560000.0,,,,1,98
10104014414,2,,,640000.0,,,,1,98
10104014414,3,,,560000.0,,,,1,98
10104014414,4,,,560000.0,,,2000000.0,1,98
10104014414,5,,,760000.0,,,,1,98
10102012020,3,,,950000.0,,,1500000.0,1,98
10102012020,4,,,950000.0,,,600000.0,1,98
10102012020,5,,,950000.0,,,800000.0,1,98
10102012018,1,0154000000,,,,,,1,98
10102012014,1,0045500000,,,,,,1,98
10111022817,1,0190000000,0049000000,25000000.0,,,,1,98
10111022809,1,0346000000,,,,,8000000.0,1,98
10111022809,2,0202000000,,,,,,1,98
10111022823,1,0274000000,,,,,,1,98
10111022823,2,0310000000,,,,,,1,98
10111022820,3,,,,,,5000000.0,1,98
10111022820,4,,,,,,5000000.0,1,98
10107019217,3,,,,,,2000000.0,1,98
10107019216,1,,0025000000,,,,,1,98
10107019216,3,,,,,,4000000.0,1,98
10107019216,4,,,,,,4000000.0,1,98
10107019223,1,,,450000.0,,,,1,98
10107019223,2,,,450000.0,,,,1,98
10107019223,3,,,,,,1000000.0,1,98
10107019210,1,,,470000.0,,,,1,98
10107019210,2,,,470000.0,,,,1,98
10107019211,1,0280000000,,,,,,1,98
10110021613,1,,,,,,5000000.0,1,98
10110021613,2,,,,,,10000000.0,1,98
10110021613,3,,,,,,20000000.0,1,98
10110021623,1,,,760000.0,,,,1,98
10110021623,2,,,760000.0,,,,1,98
10110021623,3,,,,,,1500000.0,1,98
10110021623,4,,,,,,2500000.0,1,98
